TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
1,M,1,1,1,3,0,1,,1,,,,,,,4104808,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,425.9,543.2,577.0,628.7,0,1.0,120.0,200.0,160.0,120.0,140.0,G,E,E,E,6,Q,D,D,D,E,B,B,B,B,B,B,A,B,C,B,B,E,B,C,B
2,M,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,485.8,610.9,559.7,686.0,0,1.0,120.0,120.0,120.0,120.0,120.0,G,G,E,E,4,Q,B,E,E,C,A,C,A,B,B,B,B,B,C,A,B,E,B,E,B
4,F,1,1,1,2,0,2,1.0,0,,,,,,,4107652,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,380.8,482.5,536.6,515.1,0,1.0,140.0,120.0,120.0,120.0,80.0,E,B,B,B,4,C,A,B,D,B,A,B,B,B,A,B,A,B,B,A,A,D,A,A,B
6,F,1,1,1,1,4,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,554.9,627.5,600.7,672.4,0,1.0,160.0,200.0,180.0,180.0,200.0,E,E,C,B,5,F,A,C,E,C,A,B,B,B,A,B,A,B,C,A,A,E,A,B,B
2,F,1,1,1,2,0,3,1.0,0,4128104.0,41.0,PR,4.0,1.0,1.0,4128104,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,417.9,579.5,433.4,534.2,0,1.0,160.0,200.0,140.0,180.0,160.0,E,G,B,D,4,G,A,C,D,B,A,B,B,B,A,B,A,A,D,A,A,E,A,B,B
2,M,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,542.2,628.0,590.0,679.0,0,1.0,120.0,160.0,100.0,120.0,80.0,G,F,E,E,4,P,C,E,E,C,A,D,D,B,B,B,B,B,E,B,B,E,B,E,B
3,F,1,1,1,2,0,2,1.0,0,4116901.0,41.0,PR,2.0,1.0,1.0,4116901,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,425.7,575.2,543.1,428.7,1,1.0,120.0,120.0,120.0,120.0,80.0,E,F,A,D,2,B,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,C,A,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4102000,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,563.4,463.7,479.2,425.8,0,1.0,80.0,160.0,80.0,120.0,120.0,G,G,E,D,4,C,A,B,D,B,C,B,B,B,A,B,A,A,B,A,A,E,A,B,B
4,M,1,1,1,1,0,1,,0,,,,,,,4119152,41,PR,0,1,1,0,,1058.0,1067.0,,,534.9,616.4,,0,1.0,80.0,120.0,80.0,80.0,80.0,C,C,C,B,3,H,D,B,D,B,A,B,B,B,B,B,A,A,B,A,A,D,A,B,B
3,M,1,1,1,2,0,2,1.0,0,4101903.0,41.0,PR,2.0,1.0,1.0,4101903,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,603.0,515.6,536.9,658.9,1,1.0,120.0,160.0,120.0,160.0,120.0,E,C,D,C,3,D,A,E,D,B,A,B,B,B,A,B,A,B,C,A,A,D,A,B,B
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4110706,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,466.4,507.6,497.5,393.6,0,1.0,120.0,120.0,120.0,120.0,120.0,D,E,D,D,3,C,A,B,C,A,A,B,A,B,A,B,A,B,B,A,A,B,A,B,B
1,M,2,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,459.1,444.5,473.7,599.8,0,1.0,120.0,120.0,120.0,120.0,0.0,G,E,E,B,3,I,A,C,C,B,A,B,B,B,B,B,A,B,C,A,B,D,A,C,B
3,F,1,1,1,1,1,1,,0,,,,,,,4104808,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,566.0,605.4,532.8,519.7,0,1.0,160.0,180.0,140.0,160.0,120.0,G,E,E,B,3,P,A,C,C,C,A,B,B,B,B,B,A,B,E,B,B,D,B,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4127700,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,574.6,568.5,588.5,439.9,0,1.0,140.0,180.0,120.0,120.0,140.0,E,G,D,B,3,G,A,C,D,C,B,B,B,B,A,B,A,A,B,A,B,D,A,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4115200,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,449.9,571.8,589.9,541.8,0,1.0,160.0,120.0,160.0,120.0,100.0,E,G,C,D,4,H,A,C,D,C,A,B,B,B,B,B,A,B,B,B,A,E,B,C,B
3,F,1,1,1,2,0,3,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,493.1,557.8,574.2,580.0,1,1.0,120.0,140.0,100.0,140.0,120.0,F,F,E,E,4,L,B,E,D,B,A,B,B,B,B,B,B,B,C,A,B,D,A,D,B
3,M,1,3,1,2,0,2,1.0,0,4109401.0,41.0,PR,2.0,1.0,1.0,4109401,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,483.5,497.5,503.4,463.1,0,1.0,100.0,120.0,80.0,80.0,0.0,B,B,C,B,3,D,A,B,C,C,A,B,A,A,A,A,A,A,B,A,B,D,A,A,B
4,F,1,1,1,1,1,1,,0,,,,,,,4125506,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,389.3,527.6,518.8,646.5,1,1.0,140.0,120.0,120.0,120.0,100.0,B,E,D,D,3,B,A,C,D,B,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
5,M,1,1,1,1,2,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,527.4,541.4,498.4,589.5,0,1.0,120.0,120.0,80.0,120.0,120.0,H,D,F,B,2,B,C,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
2,F,1,1,1,3,0,1,,1,,,,,,,4108403,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,564.6,594.2,583.0,561.6,0,1.0,100.0,120.0,120.0,120.0,120.0,E,E,D,D,3,D,A,B,D,B,A,B,A,B,A,A,A,A,B,A,A,C,B,B,B
1,M,1,1,1,3,0,1,,1,,,,,,,4108304,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,440.1,542.1,495.8,535.5,0,1.0,160.0,180.0,160.0,160.0,160.0,F,G,E,E,2,H,A,D,D,C,A,B,B,B,A,B,A,B,C,A,A,A,A,B,B
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,0,1,1,0,,1058.0,1067.0,,,436.4,503.3,,0,1.0,100.0,120.0,100.0,120.0,80.0,E,E,D,D,4,E,A,B,D,C,A,B,B,B,A,B,A,B,C,A,A,E,A,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4124103,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,512.8,546.7,563.9,484.6,0,1.0,140.0,120.0,120.0,120.0,120.0,D,F,C,D,4,C,A,B,C,B,B,C,C,B,A,B,A,A,C,B,B,D,A,B,B
5,F,1,1,1,1,4,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,709.8,724.4,628.0,807.0,0,1.0,180.0,200.0,180.0,200.0,200.0,G,F,D,D,5,K,A,E,E,C,A,B,B,B,B,B,B,B,B,B,B,E,A,C,B
2,M,1,1,1,2,0,2,1.0,0,4104709.0,41.0,PR,2.0,1.0,1.0,4124103,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,438.1,509.5,464.4,488.3,0,1.0,120.0,100.0,80.0,80.0,20.0,E,G,A,D,3,D,A,B,C,B,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B
1,M,1,1,1,3,0,1,,1,,,,,,,4104808,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,528.2,604.3,587.0,768.8,0,1.0,140.0,120.0,140.0,120.0,140.0,G,F,E,E,3,Q,D,E,E,B,A,B,B,B,B,B,B,B,B,B,B,C,B,C,B
3,M,1,1,1,2,0,2,1.0,0,4119509.0,41.0,PR,2.0,1.0,1.0,4119509,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,603.6,612.0,606.4,463.2,0,1.0,120.0,120.0,100.0,120.0,100.0,E,H,C,C,6,E,A,B,D,C,A,B,A,B,A,B,A,A,C,A,A,E,A,C,B
1,M,1,3,1,3,0,1,,1,,,,,,,4108304,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,571.4,679.3,650.8,718.5,0,1.0,160.0,200.0,160.0,160.0,180.0,E,E,D,D,2,H,A,C,D,B,A,B,B,B,A,A,A,B,B,A,B,D,A,B,B
3,F,1,3,1,1,1,1,,0,,,,,,,4108601,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,484.4,432.1,546.7,619.6,1,1.0,100.0,120.0,100.0,120.0,80.0,D,C,F,B,4,D,A,B,D,A,A,B,A,A,B,B,A,A,B,A,A,E,A,B,B
2,F,1,2,2,2,0,2,1.0,0,,,,,,,4119905,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,491.4,571.4,593.0,459.8,0,1.0,160.0,200.0,140.0,200.0,160.0,E,E,C,B,3,E,A,B,C,A,B,B,A,B,A,B,A,B,A,A,A,D,A,B,B
1,F,1,3,1,3,0,1,,1,,,,,,,4105904,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,433.2,560.3,493.2,464.9,1,1.0,120.0,180.0,120.0,160.0,80.0,E,E,B,B,4,E,A,C,D,B,B,C,B,B,B,B,A,B,C,A,B,E,A,B,B
3,M,1,1,1,1,1,1,,0,,,,,,,4109401,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,523.1,617.6,534.6,561.9,0,1.0,140.0,120.0,120.0,100.0,100.0,H,E,F,D,2,D,A,B,C,B,A,B,B,B,A,A,A,B,B,A,A,C,A,B,B
3,F,1,3,1,2,0,2,1.0,0,4122701.0,41.0,PR,2.0,1.0,1.0,4101507,41,PR,0,1,1,0,,1055.0,1065.0,,,312.3,450.5,,0,4.0,0.0,0.0,0.0,0.0,0.0,F,G,E,D,3,I,A,D,D,C,A,B,B,B,A,B,A,B,C,A,A,D,A,B,B
7,F,1,3,1,1,4,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,426.0,427.5,408.7,396.7,1,1.0,120.0,40.0,40.0,100.0,40.0,C,C,B,B,5,C,A,B,D,C,A,B,B,B,A,B,A,B,C,A,A,D,A,A,B
3,M,1,1,1,2,0,2,1.0,0,,,,,,,4125605,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,649.3,658.4,588.8,717.4,0,1.0,120.0,180.0,140.0,160.0,200.0,B,E,A,D,4,F,A,B,C,C,A,B,B,B,A,B,A,B,C,B,B,E,A,B,B
11,F,1,1,1,1,10,1,,0,,,,,,,4108403,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,653.3,666.0,578.8,537.2,1,1.0,140.0,200.0,160.0,160.0,140.0,D,C,B,B,4,H,A,C,E,D,D,B,B,B,A,B,A,B,C,A,A,E,A,B,B
2,M,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,533.5,548.0,556.3,675.7,0,1.0,140.0,180.0,140.0,160.0,140.0,H,D,C,B,3,C,A,B,C,A,B,B,A,B,B,B,A,B,C,A,B,D,A,A,B
11,F,0,3,1,1,10,1,,0,,,,,,,4119301,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,487.1,580.5,577.0,666.9,1,1.0,140.0,120.0,100.0,120.0,80.0,B,D,A,A,3,C,A,B,B,A,A,B,B,B,A,B,A,A,B,A,B,C,A,B,B
3,F,0,1,1,1,1,1,,0,,,,,,,4112108,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,443.0,549.4,499.6,522.2,1,1.0,100.0,120.0,80.0,120.0,120.0,C,G,A,D,4,B,A,B,D,B,A,B,B,B,A,A,A,A,B,A,B,E,A,B,B
2,M,1,1,1,2,0,2,1.0,0,4113700.0,41.0,PR,2.0,1.0,1.0,4113700,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,442.4,455.0,463.1,527.0,0,1.0,120.0,160.0,120.0,120.0,100.0,C,E,D,D,3,C,A,D,E,C,B,B,B,B,A,B,A,A,C,A,A,D,A,B,B
2,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,0,1,1,0,,1057.0,1068.0,,,417.7,474.1,,0,4.0,0.0,0.0,0.0,0.0,0.0,G,G,E,D,3,P,A,E,D,C,A,B,B,B,B,B,B,B,B,B,B,D,A,D,B
4,M,1,1,1,1,2,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,688.0,643.6,656.3,771.6,0,1.0,160.0,120.0,160.0,180.0,100.0,F,E,E,D,3,Q,A,E,D,C,A,B,B,B,B,B,B,B,E,B,B,E,B,E,B
14,F,1,3,1,1,0,1,,0,,,,,,,4128005,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,431.5,453.7,360.3,391.8,1,1.0,80.0,120.0,80.0,120.0,0.0,E,B,A,A,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
5,F,1,1,1,1,2,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,604.5,639.9,565.8,684.8,1,1.0,160.0,200.0,160.0,200.0,160.0,E,D,D,B,4,J,A,D,D,B,A,B,B,B,B,B,A,B,C,B,B,E,A,B,B
2,F,1,2,1,2,0,2,1.0,0,,,,,,,4104907,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,448.3,551.8,607.4,621.7,1,1.0,140.0,180.0,120.0,140.0,40.0,G,G,D,D,5,I,A,C,D,B,A,C,C,B,B,C,A,B,E,A,B,E,A,D,B
3,F,1,2,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,396.6,468.8,332.2,463.6,0,1.0,80.0,120.0,100.0,80.0,80.0,H,D,F,B,4,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,B,D,A,A,B
6,F,1,4,1,1,3,1,,0,,,,,,,4125506,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,503.7,537.3,540.9,606.8,1,1.0,100.0,120.0,80.0,120.0,0.0,H,H,B,B,4,F,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
2,F,1,1,1,2,0,2,1.0,0,4107652.0,41.0,PR,2.0,1.0,1.0,4107652,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,435.3,580.3,561.5,422.2,1,1.0,120.0,180.0,120.0,120.0,160.0,F,F,D,E,4,M,A,C,D,B,A,B,B,B,B,B,A,A,B,A,A,D,A,D,B
3,M,1,3,1,2,0,2,1.0,0,4110508.0,41.0,PR,2.0,1.0,1.0,4119905,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,450.0,567.7,476.2,425.7,1,1.0,120.0,120.0,120.0,120.0,0.0,E,E,A,A,5,A,A,C,D,B,A,B,B,B,A,B,A,B,B,A,A,E,A,B,B
2,M,1,3,1,2,0,2,1.0,0,4119905.0,41.0,PR,2.0,1.0,1.0,4119905,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,549.8,571.3,557.8,575.6,1,1.0,160.0,180.0,140.0,120.0,120.0,E,B,D,B,5,G,A,B,D,B,A,B,B,B,A,B,A,A,B,A,A,C,A,B,B
3,F,1,1,1,2,0,2,1.0,0,4107652.0,41.0,PR,2.0,1.0,1.0,4107652,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,516.2,561.7,617.1,633.3,0,1.0,140.0,120.0,100.0,100.0,160.0,E,E,D,D,4,D,A,B,C,B,A,B,A,B,A,B,A,B,B,B,A,C,A,A,B
2,F,1,3,1,2,0,2,1.0,0,4100608.0,41.0,PR,2.0,1.0,1.0,4118402,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,522.0,593.4,545.3,522.4,1,1.0,120.0,120.0,120.0,120.0,120.0,E,E,C,B,4,D,A,B,D,A,B,B,A,A,A,B,A,A,B,A,A,C,A,A,B
4,M,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1190.0,1176.0,1180.0,1186.0,529.3,498.3,407.6,513.1,0,1.0,120.0,120.0,80.0,120.0,120.0,F,E,B,F,6,F,A,C,E,B,A,C,C,B,A,C,A,B,E,B,B,E,B,D,B
8,M,0,1,1,1,0,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,388.6,526.4,570.8,631.6,0,1.0,120.0,160.0,120.0,160.0,160.0,E,E,C,B,2,D,A,B,B,A,A,B,B,B,A,A,A,B,C,B,B,C,A,B,B
2,F,1,1,1,2,0,2,1.0,0,4113304.0,41.0,PR,2.0,1.0,1.0,4113304,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,453.1,521.3,534.0,538.6,1,1.0,140.0,120.0,120.0,140.0,140.0,D,G,B,B,4,E,A,B,D,B,A,B,B,B,A,B,A,B,B,A,A,D,A,A,B
13,F,2,4,1,1,16,1,,0,,,,,,,4111803,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,445.6,511.8,424.4,515.7,1,1.0,120.0,120.0,120.0,140.0,160.0,B,B,A,B,5,C,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,C,A,A,A
2,F,1,1,1,2,0,2,1.0,0,4115853.0,41.0,PR,2.0,1.0,1.0,4114609,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,509.1,568.5,531.3,485.0,1,1.0,140.0,200.0,120.0,120.0,160.0,G,G,D,D,4,I,A,C,D,C,A,C,B,B,B,B,A,A,C,A,A,E,A,B,B
4,M,1,3,1,2,0,2,1.0,0,,,,,,,4105805,41,PR,0,1,1,0,,1055.0,1065.0,,,572.7,547.8,,0,1.0,120.0,40.0,40.0,120.0,40.0,H,D,F,B,4,B,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,C,A,A,A
3,F,1,3,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,469.1,557.7,543.5,619.7,1,1.0,120.0,200.0,140.0,160.0,100.0,E,E,C,D,2,D,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,C,A,B,B
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4108403,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,584.3,565.6,494.6,614.2,0,1.0,100.0,200.0,160.0,160.0,160.0,B,C,A,A,3,E,A,C,D,B,B,B,C,B,A,B,A,B,B,A,A,D,A,A,B
5,M,1,1,1,1,0,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1189.0,1178.0,1182.0,1185.0,415.2,383.6,390.5,539.5,0,1.0,100.0,120.0,120.0,120.0,120.0,G,F,C,D,3,H,A,C,D,A,A,B,A,B,A,B,A,B,B,A,A,D,A,C,B
2,F,1,3,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,455.6,562.1,524.9,467.5,0,1.0,100.0,180.0,140.0,180.0,160.0,E,G,D,D,3,H,A,B,C,B,A,B,B,B,A,B,A,B,B,B,B,D,B,B,B
2,F,1,3,1,2,0,2,1.0,0,4124053.0,41.0,PR,2.0,1.0,1.0,4124053,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,442.9,369.0,414.0,440.7,1,1.0,120.0,120.0,100.0,120.0,0.0,B,C,F,F,4,C,A,B,D,B,B,B,B,B,A,B,A,B,B,A,A,E,A,A,B
3,F,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,600.2,707.4,635.2,719.3,0,1.0,160.0,200.0,160.0,180.0,140.0,G,F,E,F,4,M,A,D,D,B,B,B,B,B,B,B,A,B,B,B,B,E,B,D,B
1,M,1,1,1,3,0,1,,1,,,,,,,4109401,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,642.3,590.6,569.0,682.0,0,1.0,160.0,160.0,160.0,180.0,180.0,B,C,B,B,4,D,A,D,D,D,A,B,B,B,A,B,A,B,C,B,A,D,A,C,B
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4110706,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,531.7,604.2,550.3,685.5,0,1.0,140.0,180.0,160.0,200.0,200.0,B,C,D,B,4,E,A,B,D,C,A,B,C,B,B,B,A,B,C,A,A,E,A,C,B
8,M,1,1,1,1,5,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,414.0,551.0,381.6,636.7,1,1.0,100.0,180.0,120.0,160.0,140.0,G,E,D,C,5,M,A,D,D,B,A,B,B,B,B,B,A,B,E,B,B,E,B,E,B
11,F,1,1,1,1,3,1,,0,,,,,,,4102000,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,464.8,502.9,517.1,554.8,1,1.0,120.0,120.0,120.0,120.0,120.0,D,E,B,B,2,B,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,B,A,A,B
3,F,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,412.3,477.5,418.2,458.8,0,1.0,140.0,100.0,120.0,120.0,120.0,E,F,D,B,4,H,A,B,C,B,B,B,B,B,A,B,B,A,C,B,A,D,A,B,B
3,M,1,3,1,2,0,3,1.0,0,,,,,,,4118402,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,574.7,583.7,537.8,516.0,0,1.0,120.0,120.0,100.0,100.0,80.0,E,E,C,D,4,F,A,B,D,B,B,B,B,B,A,B,A,B,C,B,A,E,A,B,B
5,F,1,1,1,1,3,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,471.3,446.2,512.3,524.8,0,1.0,120.0,200.0,120.0,140.0,80.0,B,E,C,B,5,C,A,B,C,B,A,B,B,B,B,B,A,B,C,A,B,D,B,A,B
2,F,1,1,1,2,0,2,1.0,0,4113700.0,41.0,PR,2.0,1.0,1.0,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,469.0,500.5,542.9,480.2,0,1.0,120.0,120.0,80.0,120.0,0.0,D,D,C,B,4,C,A,B,C,B,B,C,C,B,A,B,A,A,C,A,A,D,B,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4112009,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,460.1,551.5,557.1,561.2,0,1.0,160.0,120.0,100.0,120.0,40.0,D,D,E,E,3,D,B,E,E,B,A,B,A,B,A,B,A,A,D,A,A,D,A,B,B
2,F,1,1,1,2,0,2,1.0,0,4118402.0,41.0,PR,2.0,1.0,1.0,4118402,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,435.6,514.2,391.4,407.3,0,1.0,160.0,200.0,120.0,160.0,80.0,F,F,D,D,6,C,A,C,D,B,B,B,B,B,A,B,A,B,B,A,A,E,A,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4127700,41,PR,0,1,1,0,,1057.0,1068.0,,,591.8,592.7,,0,1.0,160.0,160.0,120.0,120.0,160.0,F,G,D,E,5,O,D,E,E,C,B,C,C,C,B,B,B,B,E,A,B,E,A,D,B
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4121406,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,442.0,488.1,453.8,587.7,1,3.0,0.0,0.0,0.0,0.0,0.0,D,D,C,B,4,C,A,C,D,B,A,B,B,B,B,B,A,B,C,B,B,E,A,A,B
2,M,1,1,1,2,0,2,1.0,0,4104808.0,41.0,PR,4.0,1.0,1.0,4104808,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,402.7,575.0,499.9,596.9,0,1.0,100.0,120.0,100.0,120.0,60.0,G,F,D,D,4,I,A,B,C,B,A,B,B,B,A,A,A,A,C,A,A,D,A,B,B
4,M,2,1,1,1,1,1,,0,,,,,,,4118501,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,675.8,688.7,617.4,831.9,0,1.0,160.0,200.0,160.0,140.0,180.0,E,F,C,B,3,E,A,C,C,C,A,B,B,B,A,B,A,B,B,A,A,D,B,B,B
2,M,1,3,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,409.5,526.0,566.4,689.9,0,1.0,120.0,200.0,140.0,140.0,180.0,F,E,F,F,4,B,A,B,D,B,A,B,B,A,A,B,A,A,B,A,A,C,B,B,B
2,F,1,1,1,2,0,2,1.0,0,4110706.0,41.0,PR,4.0,1.0,1.0,4110706,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,443.5,508.8,538.0,532.9,0,1.0,120.0,180.0,120.0,120.0,60.0,E,E,F,B,3,B,A,B,C,B,A,B,B,B,A,B,A,B,B,A,A,C,A,B,B
2,F,1,1,1,2,0,2,1.0,0,4117271.0,41.0,PR,2.0,1.0,1.0,4119608,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,459.9,395.4,452.5,488.6,1,1.0,100.0,180.0,100.0,120.0,120.0,E,E,D,B,4,D,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B
2,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,617.8,628.5,631.4,590.1,0,1.0,140.0,180.0,120.0,160.0,0.0,D,E,D,D,4,D,A,C,D,B,B,B,B,B,A,B,A,A,C,A,A,D,A,C,B
3,F,1,3,1,2,0,2,1.0,0,,,,,,,4105805,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,404.8,545.7,566.6,400.9,0,1.0,100.0,40.0,40.0,120.0,40.0,D,G,F,E,4,E,A,B,C,B,A,B,A,A,A,A,A,A,B,A,B,D,A,A,B
